metric,winner,loser,delta
mfe,-16.0,-13.100000381469727,-2.8999996185302734
mfe,-9.300000190734863,-4.699999809265137,-4.600000381469727
mfe,-18.700000762939453,-13.100000381469727,-5.600000381469727
mfe,-44.5,-39.70000076293945,-4.799999237060547
mfe,-44.5,-35.70000076293945,-8.799999237060547
mfe,-44.5,-39.5,-5.0
mfe,-44.5,-40.099998474121094,-4.400001525878906
mfe,-44.5,-39.400001525878906,-5.099998474121094
mfe,-39.70000076293945,-39.5,-0.20000076293945312
mfe,-39.70000076293945,-39.400001525878906,-0.2999992370605469
mfe,-48.0,-47.70000076293945,-0.2999992370605469
mfe,-48.0,-39.5,-8.5
mfe,-48.0,-40.099998474121094,-7.900001525878906
mfe,-48.0,-39.400001525878906,-8.599998474121094
mfe,-48.599998474121094,-47.70000076293945,-0.8999977111816406
mfe,-48.599998474121094,-39.70000076293945,-8.89999771118164
mfe,-48.599998474121094,-48.0,-0.5999984741210938
mfe,-48.599998474121094,-35.70000076293945,-12.89999771118164
mfe,-48.599998474121094,-39.5,-9.099998474121094
mfe,-48.599998474121094,-40.099998474121094,-8.5
mfe,-48.599998474121094,-39.400001525878906,-9.199996948242188
mfe,-52.900001525878906,-47.70000076293945,-5.200000762939453
mfe,-52.900001525878906,-39.70000076293945,-13.200000762939453
mfe,-52.900001525878906,-48.0,-4.900001525878906
mfe,-52.900001525878906,-35.70000076293945,-17.200000762939453
mfe,-52.900001525878906,-39.5,-13.400001525878906
mfe,-52.900001525878906,-40.099998474121094,-12.800003051757812
mfe,-52.900001525878906,-39.400001525878906,-13.5
mfe,-6.800000190734863,-3.5999999046325684,-3.200000286102295
mfe,-7.300000190734863,-3.5999999046325684,-3.700000286102295
mfe,-54.79999923706055,-44.70000076293945,-10.099998474121094
mfe,-54.79999923706055,-44.29999923706055,-10.5
mfe,-54.79999923706055,-53.599998474121094,-1.2000007629394531
mfe,-45.599998474121094,-44.70000076293945,-0.8999977111816406
mfe,-45.599998474121094,-44.29999923706055,-1.2999992370605469
mfe,-45.599998474121094,-33.79999923706055,-11.799999237060547
mfe,-45.599998474121094,-42.79999923706055,-2.799999237060547
mfe,-45.599998474121094,-39.5,-6.099998474121094
mfe,-49.900001525878906,-44.70000076293945,-5.200000762939453
mfe,-49.900001525878906,-44.29999923706055,-5.600002288818359
mfe,-49.900001525878906,-48.400001525878906,-1.5
mfe,-49.900001525878906,-33.79999923706055,-16.10000228881836
mfe,-49.900001525878906,-42.79999923706055,-7.100002288818359
mfe,-49.900001525878906,-39.5,-10.400001525878906
mfe,-19.0,-18.100000381469727,-0.8999996185302734
mfe,-22.399999618530273,-18.100000381469727,-4.299999237060547
mfe,-22.399999618530273,-20.200000762939453,-2.1999988555908203
mfe,-22.399999618530273,-19.100000381469727,-3.299999237060547
mfe,-26.899999618530273,-18.100000381469727,-8.799999237060547
mfe,-26.899999618530273,-20.200000762939453,-6.69999885559082
mfe,-26.899999618530273,-19.100000381469727,-7.799999237060547
mfe,-39.599998474121094,-30.600000381469727,-8.999998092651367
mfe,-39.599998474121094,-22.0,-17.599998474121094
mfe,-39.599998474121094,-33.900001525878906,-5.6999969482421875
mfe,-39.599998474121094,-34.599998474121094,-5.0
mfe,-34.29999923706055,-30.600000381469727,-3.6999988555908203
mfe,-34.29999923706055,-22.0,-12.299999237060547
mfe,-34.29999923706055,-33.900001525878906,-0.3999977111816406
mfe,-28.600000381469727,-22.0,-6.600000381469727
mfe,-37.29999923706055,-30.600000381469727,-6.69999885559082
mfe,-37.29999923706055,-33.900001525878906,-3.3999977111816406
mfe,-37.29999923706055,-34.599998474121094,-2.700000762939453
mfe,-41.70000076293945,-30.600000381469727,-11.100000381469727
mfe,-41.70000076293945,-22.0,-19.700000762939453
mfe,-41.70000076293945,-33.900001525878906,-7.799999237060547
mfe,-41.70000076293945,-34.599998474121094,-7.100002288818359
mfe,-32.5,-27.600000381469727,-4.899999618530273
mfe,-32.5,-21.899999618530273,-10.600000381469727
mfe,-32.5,-20.799999237060547,-11.700000762939453
mfe,-32.5,-20.700000762939453,-11.799999237060547
mfe,-29.0,-27.600000381469727,-1.3999996185302734
mfe,-29.0,-20.700000762939453,-8.299999237060547
mfe,-34.5,-27.600000381469727,-6.899999618530273
mfe,-34.5,-21.899999618530273,-12.600000381469727
mfe,-34.5,-20.799999237060547,-13.700000762939453
mfe,-34.5,-20.700000762939453,-13.799999237060547
mfe,-26.299999237060547,-20.700000762939453,-5.599998474121094
mfe,-25.899999618530273,-21.899999618530273,-4.0
mfe,-25.899999618530273,-20.799999237060547,-5.100000381469727
mfe,-25.899999618530273,-20.700000762939453,-5.19999885559082
mfe,-25.899999618530273,-22.399999618530273,-3.5
mfe,-1.899999976158142,0.0,-1.899999976158142
mfe,-1.899999976158142,-1.7000000476837158,-0.19999992847442627
mfe,-1.899999976158142,0.0,-1.899999976158142
mfe,-2.5999999046325684,0.0,-2.5999999046325684
mfe,-2.5999999046325684,0.0,-2.5999999046325684
mfe,-2.5999999046325684,-1.7000000476837158,-0.8999998569488525
mfe,-2.5999999046325684,0.0,-2.5999999046325684
mfe,-1.5,0.0,-1.5
mfe,-2.5,0.0,-2.5
mfe,-2.5,0.0,-2.5
mfe,-2.5,-1.7000000476837158,-0.7999999523162842
mfe,-35.400001525878906,-30.799999237060547,-4.600002288818359
mfe,-35.400001525878906,-34.900001525878906,-0.5
mfe,-44.79999923706055,-30.799999237060547,-14.0
mfe,-44.79999923706055,-34.900001525878906,-9.89999771118164
mfe,-44.79999923706055,-36.0,-8.799999237060547
mfe,-44.79999923706055,-37.400001525878906,-7.399997711181641
mfe,-42.79999923706055,-30.799999237060547,-12.0
mfe,-42.79999923706055,-34.900001525878906,-7.899997711181641
mfe,-42.79999923706055,-36.0,-6.799999237060547
mfe,-42.79999923706055,-37.400001525878906,-5.399997711181641
mfe,-51.20000076293945,-30.799999237060547,-20.400001525878906
mfe,-51.20000076293945,-34.900001525878906,-16.299999237060547
mfe,-51.20000076293945,-36.0,-15.200000762939453
mfe,-51.20000076293945,-37.400001525878906,-13.799999237060547
mfe,-43.29999923706055,-30.799999237060547,-12.5
mfe,-43.29999923706055,-34.900001525878906,-8.39999771118164
mfe,-43.29999923706055,-36.0,-7.299999237060547
mfe,-43.29999923706055,-37.400001525878906,-5.899997711181641
mfe,-52.5,-30.799999237060547,-21.700000762939453
mfe,-52.5,-34.900001525878906,-17.599998474121094
mfe,-52.5,-36.0,-16.5
mfe,-52.5,-37.400001525878906,-15.099998474121094
mfe,-30.700000762939453,-22.399999618530273,-8.30000114440918
mfe,-37.79999923706055,-22.399999618530273,-15.399999618530273
mfe,-28.600000381469727,-22.399999618530273,-6.200000762939453
mfe,-29.399999618530273,-22.399999618530273,-7.0
mfe,-29.0,-22.399999618530273,-6.600000381469727
mfe,-33.70000076293945,-22.399999618530273,-11.30000114440918
mfe,-27.200000762939453,-22.399999618530273,-4.80000114440918
mfe,-24.100000381469727,-22.399999618530273,-1.7000007629394531
mfe,-28.899999618530273,-22.399999618530273,-6.5
mfe,-5.5,-4.300000190734863,-1.1999998092651367
mfe,-10.600000381469727,-4.300000190734863,-6.300000190734863
mfe,-8.5,-4.300000190734863,-4.199999809265137
mfe,-10.100000381469727,-4.300000190734863,-5.800000190734863
mfe,-10.300000190734863,-4.300000190734863,-6.0
mfe,-7.400000095367432,-4.300000190734863,-3.0999999046325684
mfe,-4.900000095367432,-4.300000190734863,-0.5999999046325684
mfe,-21.700000762939453,-19.799999237060547,-1.9000015258789062
mfe,-31.100000381469727,-24.299999237060547,-6.80000114440918
mfe,-31.100000381469727,-19.799999237060547,-11.30000114440918
mfe,-31.700000762939453,-19.799999237060547,-11.900001525878906
mfe,-27.299999237060547,-24.299999237060547,-3.0
mfe,-27.299999237060547,-19.799999237060547,-7.5
mfe,-30.200000762939453,-24.299999237060547,-5.900001525878906
mfe,-30.200000762939453,-19.799999237060547,-10.400001525878906
mfe,-28.799999237060547,-24.299999237060547,-4.5
mfe,-28.799999237060547,-19.799999237060547,-9.0
mfe,-35.099998474121094,-24.299999237060547,-10.799999237060547
mfe,-35.099998474121094,-19.799999237060547,-15.299999237060547
mfe,-27.399999618530273,-24.299999237060547,-3.1000003814697266
mfe,-27.399999618530273,-19.799999237060547,-7.600000381469727
mfe,-43.5,-43.20000076293945,-0.2999992370605469
mfe,-43.5,-35.900001525878906,-7.599998474121094
mfe,-43.5,-40.79999923706055,-2.700000762939453
mfe,-43.5,-33.79999923706055,-9.700000762939453
mfe,-43.5,-33.70000076293945,-9.799999237060547
mfe,-43.20000076293945,-40.79999923706055,-2.4000015258789062
mfe,-43.20000076293945,-33.79999923706055,-9.400001525878906
mfe,-43.20000076293945,-33.70000076293945,-9.5
mfe,-35.900001525878906,-33.70000076293945,-2.200000762939453
mfe,-40.79999923706055,-33.70000076293945,-7.099998474121094
mfe,-35.20000076293945,-33.70000076293945,-1.5
mfe,-40.29999923706055,-33.79999923706055,-6.5
mfe,-40.29999923706055,-33.70000076293945,-6.599998474121094
mfe,-36.29999923706055,-35.900001525878906,-0.3999977111816406
mfe,-36.29999923706055,-33.79999923706055,-2.5
mfe,-36.29999923706055,-35.20000076293945,-1.0999984741210938
mfe,-36.29999923706055,-33.70000076293945,-2.5999984741210938
mfe,-35.099998474121094,-23.299999237060547,-11.799999237060547
mfe,-35.099998474121094,-22.200000762939453,-12.89999771118164
mfe,-24.600000381469727,-23.299999237060547,-1.3000011444091797
mfe,-24.600000381469727,-22.200000762939453,-2.3999996185302734
mfe,-30.0,-23.299999237060547,-6.700000762939453
mfe,-30.0,-22.200000762939453,-7.799999237060547
mfe,-23.899999618530273,-23.299999237060547,-0.6000003814697266
mfe,-5.400000095367432,0.0,-5.400000095367432
mfe,-8.399999618530273,0.0,-8.399999618530273
mfe,-11.300000190734863,0.0,-11.300000190734863
mfe,-5.699999809265137,0.0,-5.699999809265137
mfe,-5.5,0.0,-5.5
mfe,-27.799999237060547,-25.299999237060547,-2.5
mfe,-23.0,-15.300000190734863,-7.699999809265137
mfe,-18.600000381469727,-15.300000190734863,-3.3000001907348633
mfe,-27.0,-15.300000190734863,-11.699999809265137
mfe,-20.5,-15.300000190734863,-5.199999809265137
mfe,-19.5,-15.300000190734863,-4.199999809265137
mfe,-27.299999237060547,-15.300000190734863,-11.999999046325684
mfe,-27.299999237060547,-21.200000762939453,-6.099998474121094
mfe,-17.5,-15.300000190734863,-2.1999998092651367
mfe,-19.299999237060547,-15.300000190734863,-3.9999990463256836
mfe,-13.0,-6.900000095367432,-6.099999904632568
mfe,-10.899999618530273,-6.900000095367432,-3.999999523162842
mfe,-10.899999618530273,-8.600000381469727,-2.299999237060547
mfe,-11.199999809265137,-6.900000095367432,-4.299999713897705
mfe,-16.700000762939453,-6.900000095367432,-9.800000667572021
mfe,-16.700000762939453,-8.600000381469727,-8.100000381469727
mfe,-39.70000076293945,-34.099998474121094,-5.600002288818359
mfe,-39.70000076293945,-30.299999237060547,-9.400001525878906
mfe,-47.400001525878906,-30.299999237060547,-17.10000228881836
mfe,-40.900001525878906,-40.29999923706055,-0.6000022888183594
mfe,-40.900001525878906,-34.099998474121094,-6.8000030517578125
mfe,-40.900001525878906,-30.299999237060547,-10.60000228881836
mfe,-42.0,-30.299999237060547,-11.700000762939453
mfe,-36.20000076293945,-34.099998474121094,-2.1000022888183594
mfe,-36.20000076293945,-30.299999237060547,-5.900001525878906
mfe,-40.29999923706055,-30.299999237060547,-10.0
mfe,-34.099998474121094,-30.299999237060547,-3.799999237060547
mfe,-40.900001525878906,-40.29999923706055,-0.6000022888183594
mfe,-40.900001525878906,-34.099998474121094,-6.8000030517578125
mfe,-40.900001525878906,-30.299999237060547,-10.60000228881836
mfe,-38.29999923706055,-34.099998474121094,-4.200000762939453
mfe,-38.29999923706055,-30.299999237060547,-8.0
mfe,-6.400000095367432,-5.400000095367432,-1.0
mfe,-6.400000095367432,0.0,-6.400000095367432
mfe,-6.400000095367432,-0.5,-5.900000095367432
mfe,-4.400000095367432,0.0,-4.400000095367432
mfe,-30.399999618530273,-30.200000762939453,-0.1999988555908203
mfe,-32.20000076293945,-30.200000762939453,-2.0
mfe,-43.20000076293945,-32.29999923706055,-10.900001525878906
mfe,-43.20000076293945,-30.200000762939453,-13.0
mfe,-33.400001525878906,-32.29999923706055,-1.1000022888183594
mfe,-33.400001525878906,-31.799999237060547,-1.6000022888183594
mfe,-33.400001525878906,-30.200000762939453,-3.200000762939453
mfe,-41.5,-32.0,-9.5
mfe,-42.0,-32.0,-10.0
mfe,-45.70000076293945,-32.0,-13.700000762939453
mfe,-45.70000076293945,-43.099998474121094,-2.6000022888183594
mfe,-36.5,-32.0,-4.5
mfe,-48.20000076293945,-32.0,-16.200000762939453
mfe,-48.20000076293945,-43.099998474121094,-5.100002288818359
mfe,-39.099998474121094,-32.0,-7.099998474121094
mfe,-39.400001525878906,-32.0,-7.400001525878906
mfe,-43.099998474121094,-32.0,-11.099998474121094
mfe,-37.70000076293945,-32.0,-5.700000762939453
mfe,-45.79999923706055,-33.70000076293945,-12.099998474121094
mfe,-45.79999923706055,-44.20000076293945,-1.5999984741210938
mfe,-43.0,-40.79999923706055,-2.200000762939453
mfe,-43.0,-33.70000076293945,-9.299999237060547
mfe,-43.0,-37.900001525878906,-5.099998474121094
mfe,-45.29999923706055,-44.20000076293945,-1.0999984741210938
mfe,-46.900001525878906,-33.70000076293945,-13.200000762939453
mfe,-46.900001525878906,-45.79999923706055,-1.1000022888183594
mfe,-46.900001525878906,-44.20000076293945,-2.700000762939453
mfe,-46.900001525878906,-37.900001525878906,-9.0
mfe,-46.900001525878906,-43.20000076293945,-3.700000762939453
mfe,-37.900001525878906,-33.70000076293945,-4.200000762939453
mfe,-43.20000076293945,-33.70000076293945,-9.5
mfe,-28.700000762939453,-26.100000381469727,-2.6000003814697266
mfe,-28.700000762939453,-28.600000381469727,-0.10000038146972656
mfe,-28.700000762939453,-28.600000381469727,-0.10000038146972656
mfe,-28.5,-26.100000381469727,-2.3999996185302734
mfe,-30.299999237060547,-26.100000381469727,-4.19999885559082
mfe,-30.299999237060547,-28.600000381469727,-1.6999988555908203
mfe,-30.299999237060547,-28.600000381469727,-1.6999988555908203
mfe,-38.0,-36.20000076293945,-1.7999992370605469
mfe,-38.0,-33.599998474121094,-4.400001525878906
mfe,-43.099998474121094,-40.70000076293945,-2.3999977111816406
mfe,-43.099998474121094,-36.20000076293945,-6.899997711181641
mfe,-43.099998474121094,-38.400001525878906,-4.6999969482421875
mfe,-43.099998474121094,-33.599998474121094,-9.5
mfe,-40.70000076293945,-36.20000076293945,-4.5
mfe,-40.70000076293945,-38.400001525878906,-2.299999237060547
mfe,-40.70000076293945,-33.599998474121094,-7.100002288818359
mfe,-52.599998474121094,-43.5,-9.099998474121094
mfe,-52.599998474121094,-36.20000076293945,-16.39999771118164
mfe,-52.599998474121094,-38.400001525878906,-14.199996948242188
mfe,-52.599998474121094,-33.599998474121094,-19.0
mfe,-53.20000076293945,-43.5,-9.700000762939453
mfe,-53.20000076293945,-40.70000076293945,-12.5
mfe,-53.20000076293945,-36.20000076293945,-17.0
mfe,-53.20000076293945,-38.400001525878906,-14.799999237060547
mfe,-53.20000076293945,-52.599998474121094,-0.6000022888183594
mfe,-53.20000076293945,-33.599998474121094,-19.60000228881836
mfe,-39.70000076293945,-36.20000076293945,-3.5
mfe,-39.70000076293945,-38.400001525878906,-1.2999992370605469
mfe,-39.70000076293945,-33.599998474121094,-6.100002288818359
mfe,-4.199999809265137,0.0,-4.199999809265137
mfe,-8.800000190734863,-8.699999809265137,-0.10000038146972656
mfe,-8.800000190734863,-8.300000190734863,-0.5
mfe,-8.800000190734863,0.0,-8.800000190734863
mfe,-8.800000190734863,-4.5,-4.300000190734863
mfe,-11.600000381469727,-10.5,-1.1000003814697266
mfe,-11.600000381469727,-8.199999809265137,-3.40000057220459
mfe,-11.600000381469727,-5.300000190734863,-6.300000190734863
mfe,-11.600000381469727,-9.699999809265137,-1.9000005722045898
mfe,-11.600000381469727,-4.699999809265137,-6.90000057220459
mfe,-12.5,-10.5,-2.0
mfe,-12.5,-8.199999809265137,-4.300000190734863
mfe,-12.5,-5.300000190734863,-7.199999809265137
mfe,-12.5,-9.699999809265137,-2.8000001907348633
mfe,-12.5,-4.699999809265137,-7.800000190734863
mfe,-24.200000762939453,-17.899999618530273,-6.30000114440918
mfe,-23.0,-17.899999618530273,-5.100000381469727
mfe,-26.700000762939453,-17.899999618530273,-8.80000114440918
mfe,-23.600000381469727,-22.700000762939453,-0.8999996185302734
mfe,-31.700000762939453,-27.200000762939453,-4.5
mfe,-31.700000762939453,-22.700000762939453,-9.0
mfe,-25.399999618530273,-24.399999618530273,-1.0
mfe,-25.399999618530273,-23.799999237060547,-1.6000003814697266
mfe,-29.399999618530273,-19.399999618530273,-10.0
mfe,-29.399999618530273,-24.399999618530273,-5.0
mfe,-29.399999618530273,-23.799999237060547,-5.600000381469727
mfe,-32.900001525878906,-19.399999618530273,-13.500001907348633
mfe,-32.900001525878906,-24.399999618530273,-8.500001907348633
mfe,-32.900001525878906,-19.0,-13.900001525878906
mfe,-32.900001525878906,-23.799999237060547,-9.10000228881836
mfe,-24.799999237060547,-24.399999618530273,-0.39999961853027344
mfe,-24.799999237060547,-23.799999237060547,-1.0
mfe,-28.100000381469727,-20.700000762939453,-7.399999618530273
mfe,-28.100000381469727,-25.799999237060547,-2.3000011444091797
mfe,-26.200000762939453,-20.700000762939453,-5.5
mfe,-26.200000762939453,-25.799999237060547,-0.40000152587890625
mfe,-21.799999237060547,-20.700000762939453,-1.0999984741210938
mfe,-24.5,-20.700000762939453,-3.799999237060547
mfe,-22.399999618530273,-20.700000762939453,-1.6999988555908203
mfe,-18.399999618530273,-18.0,-0.39999961853027344
mfe,-18.399999618530273,-13.600000381469727,-4.799999237060547
mfe,-18.399999618530273,-11.399999618530273,-7.0
mfe,-16.0,-13.600000381469727,-2.3999996185302734
mfe,-16.0,-11.399999618530273,-4.600000381469727
mfe,-40.599998474121094,-40.5,-0.09999847412109375
mfe,-43.70000076293945,-40.5,-3.200000762939453
mfe,-42.70000076293945,-40.5,-2.200000762939453
mfe,-44.900001525878906,-40.5,-4.400001525878906
mfe,-51.0,-28.700000762939453,-22.299999237060547
mfe,-51.0,-42.599998474121094,-8.400001525878906
mfe,-51.0,-38.79999923706055,-12.200000762939453
mfe,-51.0,-44.0,-7.0
mfe,-45.900001525878906,-28.700000762939453,-17.200000762939453
